# Mapfile. Created by GNU ddrescue version 1.23
# Command line: ddrescue -d /dev/sdb dump.img ddrescue.log -r 1
# Start time:   2023-02-28 18:26:58
# Current time: 2023-02-28 19:22:09
# Retrying bad sectors... Retry 1 (forwards)
# current_pos  current_status  current_pass
0x000AC200     -               1
#      pos        size  status
0x00119000  0x00000800  +
0x00119800  0x00000A00  -
0x0011A200  0x00000400  +
0x0011A600  0x00000400  -
0x0011AA00  0x00000400  +
0x0011AE00  0x00000800  -
0x0011B600  0x00000200  +
0x0011B800  0x00000200  -
0x0011BA00  0x00000400  +
0x0011BE00  0x00000400  -
0x0011C200  0x00000600  +
0x0011C800  0x00000600  -
0x0011CE00  0x00000400  +
0x0011D200  0x00000600  -
0x0011D800  0x00000800  +
0x0011E000  0x00000A00  -
0x0011EA00  0x00000200  +
0x0011EC00  0x00000600  -
0x0011F200  0x00000400  +
0x0011F600  0x00000600  -
0x0011FC00  0x00000400  +
0x00120000  0x00000200  -
0x00120200  0x00000400  +
0x00120600  0x00000400  -
0x00120A00  0x00000600  +
0x00121000  0x00000600  -
0x00121600  0x00000400  +
0x00121A00  0x00000600  -
0x00122000  0x00000800  +
0x00122800  0x00000A00  -
0x00123200  0x00000200  +
0x00123400  0x00000600  -
0x00123A00  0x00000400  +
0x00123E00  0x00000800  -
0x00124600  0x00000200  +
0x00124800  0x00000200  -
0x00124A00  0x00000400  +
0x00124E00  0x00000400  -
0x00125200  0x00000600  +
0x00125800  0x00000600  -
0x00125E00  0x00000400  +
0x00126200  0x00000600  -
0x00126800  0x00000800  +
0x00127000  0x00000A00  -
0x00127A00  0x00000200  +
0x00127C00  0x00000600  -
0x00128200  0x00000400  +
0x00128600  0x00000600  -
0x00128C00  0x00000400  +
0x00129000  0x00000200  -
0x00129200  0x00000400  +
0x00129600  0x00000400  -
0x00129A00  0x00000400  +
0x00129E00  0x00000800  -
0x0012A600  0x00000400  +
0x0012AA00  0x00000600  -
0x0012B000  0x00000800  +
0x0012B800  0x00000800  -
0x0012C000  0x00000600  +
0x0012C600  0x00000400  -
0x0012CA00  0x00000400  +
0x0012CE00  0x00000800  -
0x0012D600  0x00000200  +
0x0012D800  0x00000200  -
0x0012DA00  0x00000400  +
0x0012DE00  0x00000400  -
0x0012E200  0x00000400  +
0x0012E600  0x00000800  -
0x0012EE00  0x00000400  +
0x0012F200  0x00000600  -
0x0012F800  0x00000800  +
0x00130000  0x00000A00  -
0x00130A00  0x00000200  +
0x00130C00  0x00000600  -
0x00131200  0x00000400  +
0x00131600  0x00000800  -
0x00131E00  0x00000200  +
0x00132000  0x00000200  -
0x00132200  0x00000400  +
0x00132600  0x00000400  -
0x00132A00  0x00000600  +
0x00133000  0x00000600  -
0x00133600  0x00000400  +
0x00133A00  0x00000600  -
0x00134000  0x00000800  +
0x00134800  0x00000800  -
0x00135000  0x00000400  +
0x00135400  0x00000600  -
0x00135A00  0x00000400  +
0x00135E00  0x00000800  -
0x00136600  0x00000200  +
0x00136800  0x00000200  -
0x00136A00  0x00000400  +
0x00136E00  0x00000400  -
0x00137200  0x00000600  +
0x00137800  0x00000600  -
0x00137E00  0x00000400  +
0x00138200  0x00000600  -
0x00138800  0x00000800  +
0x00139000  0x00000A00  -
0x00139A00  0x00000200  +
0x00139C00  0x00000600  -
0x0013A200  0x00000400  +
0x0013A600  0x00000800  -
0x0013AE00  0x00000200  +
0x0013B000  0x00000200  -
0x0013B200  0x00000400  +
0x0013B600  0x00000400  -
0x0013BA00  0x00000600  +
0x0013C000  0x00000600  -
0x0013C600  0x00000400  +
0x0013CA00  0x00000600  -
0x0013D000  0x00000800  +
0x0013D800  0x00000A00  -
0x0013E200  0x00000200  +
0x0013E400  0x00000600  -
0x0013EA00  0x00000400  +
0x0013EE00  0x00000800  -
0x0013F600  0x00000200  +
0x0013F800  0x00000200  -
0x0013FA00  0x00000400  +
0x0013FE00  0x00000400  -
0x00140200  0x00000600  +
0x00140800  0x00000600  -
0x00140E00  0x00000400  +
0x00141200  0x00000600  -
0x00141800  0x00000800  +
0x00142000  0x00000A00  -
0x00142A00  0x00000200  +
0x00142C00  0x00000600  -
0x00143200  0x00000400  +
0x00143600  0x00000800  -
0x00143E00  0x00000200  +
0x00144000  0x00000200  -
0x00144200  0x00000400  +
0x00144600  0x00000400  -
0x00144A00  0x00000600  +
0x00145000  0x00000A00  -
0x00145A00  0x00000200  +
0x00145C00  0x00000400  -
0x00146000  0x00000800  +
0x00146800  0x00000800  -
0x00147000  0x00000400  +
0x00147400  0x00000600  -
0x00147A00  0x00000400  +
0x00147E00  0x00000800  -
0x00148600  0x00000200  +
0x00148800  0x00000200  -
0x00148A00  0x00000400  +
0x00148E00  0x00000400  -
0x00149200  0x00000600  +
0x00149800  0x00000600  -
0x00149E00  0x00000400  +
0x0014A200  0x00000600  -
0x0014A800  0x00000800  +
0x0014B000  0x00000800  -
0x0014B800  0x00000400  +
0x0014BC00  0x00000600  -
0x0014C200  0x00000400  +
0x0014C600  0x00000800  -
0x0014CE00  0x00000200  +
0x0014D000  0x00000200  -
0x0014D200  0x00000400  +
0x0014D600  0x00000400  -
0x0014DA00  0x00000600  +
0x0014E000  0x00000600  -
0x0014E600  0x00000400  +
0x0014EA00  0x00000600  -
0x0014F000  0x00000800  +
0x0014F800  0x00000800  -
0x00150000  0x00000400  +
0x00150400  0x00000600  -
0x00150A00  0x00000400  +
0x00150E00  0x00000800  -
0x00151600  0x00000200  +
0x00151800  0x00000200  -
0x00151A00  0x00000400  +
0x00151E00  0x00000400  -
0x00152200  0x00000600  +
0x00152800  0x00000600  -
0x00152E00  0x00000400  +
0x00153200  0x00000600  -
0x00153800  0x00000800  +
0x00154000  0x00000800  -
0x00154800  0x00000400  +
0x00154C00  0x00000600  -
0x00155200  0x00000400  +
0x00155600  0x00000800  -
0x00155E00  0x00000200  +
0x00156000  0x00000200  -
0x00156200  0x00000400  +
0x00156600  0x00000400  -
0x00156A00  0x00000600  +
0x00157000  0x00000600  -
0x00157600  0x00000400  +
0x00157A00  0x00000600  -
0x00158000  0x00000800  +
0x00158800  0x00000800  -
0x00159000  0x00000400  +
0x00159400  0x00000600  -
0x00159A00  0x00000400  +
0x00159E00  0x00000800  -
0x0015A600  0x00000200  +
0x0015A800  0x00000200  -
0x0015AA00  0x00000400  +
0x0015AE00  0x00000400  -
0x0015B200  0x00000600  +
0x0015B800  0x00000600  -
0x0015BE00  0x00000600  +
0x0015C400  0x00000400  -
0x0015C800  0x00000800  +
0x0015D000  0x00000800  -
0x0015D800  0x00000400  +
0x0015DC00  0x00000600  -
0x0015E200  0x00000400  +
0x0015E600  0x00000800  -
0x0015EE00  0x00000200  +
0x0015F000  0x00000200  -
0x0015F200  0x00000400  +
0x0015F600  0x00000400  -
0x0015FA00  0x00000600  +
0x00160000  0x00000600  -
0x00160600  0x00000600  +
0x00160C00  0x00000400  -
0x00161000  0x00000800  +
0x00161800  0x00000800  -
0x00162000  0x00000400  +
0x00162400  0x00000600  -
0x00162A00  0x00000400  +
0x00162E00  0x00000600  -
0x00163400  0x00000400  +
0x00163800  0x00000200  -
0x00163A00  0x00000400  +
0x00163E00  0x00000400  -
0x00164200  0x00000400  +
0x00164600  0x00000800  -
0x00164E00  0x00000400  +
0x00165200  0x00000600  -
0x00165800  0x00000800  +
0x00166000  0x00000800  -
0x00166800  0x00000400  +
0x00166C00  0x00000600  -
0x00167200  0x00000400  +
0x00167600  0x00000600  -
0x00167C00  0x00000200  +
0x00167E00  0x00000200  -
